Result1, Result2,   Result3,   Result
68.00,         3020.00,         3321.00,         3
25.00,         378.00,         1923.00,         2
22.00,         4129.00,         3282.00,         2
20.00,         2931.00,         3241.00,         2
15.00,         4116.00,         3095.00,         2
19.00,         3206.00,         1614.00,         2
65.00,         850.00,         2455.00,         3
75.00,         1739.00,         4476.00,         3
74.00,         1473.00,         791.00,         3
61.00,         1376.00,         3860.00,         3
25.00,         796.00,         1975.00,         2
5.00,         3250.00,         3365.00,         2
8.00,         370.00,         2914.00,         3
60.00,         903.00,         1946.00,         2
32.00,         2025.00,         3097.00,         2
16.00,         2034.00,         1078.00,         2
13.00,         915.00,         1711.00,         2
64.00,         834.00,         2519.00,         3
1.00,         1757.00,         1894.00,         3
39.00,         3940.00,         218.00,         3
7.00,         1119.00,         2510.00,         3
28.00,         3987.00,         604.00,         3
33.00,         924.00,         210.00,         1
19.00,         3405.00,         850.00,         3
30.00,         4426.00,         1954.00,         3
75.00,         2598.00,         3915.00,         3
11.00,         946.00,         4446.00,         3
45.00,         366.00,         1120.00,         2
71.00,         4149.00,         230.00,         3
32.00,         392.00,         529.00,         3
49.00,         2727.00,         629.00,         3
73.00,         3274.00,         1783.00,         3
25.00,         3174.00,         2809.00,         3
58.00,         396.00,         1503.00,         2
19.00,         96.00,         3349.00,         3
47.00,         850.00,         4412.00,         3
4.00,         3962.00,         1558.00,         3
74.00,         4225.00,         1076.00,         3
29.00,         4334.00,         2266.00,         3
9.00,         4.00,         832.00,         1
25.00,         531.00,         2504.00,         3
44.00,         3178.00,         4042.00,         3
19.00,         4484.00,         3337.00,         3
5.00,         4200.00,         2852.00,         3
62.00,         4456.00,         1991.00,         3
17.00,         1970.00,         519.00,         3
44.00,         180.00,         1516.00,         2
14.00,         2227.00,         2092.00,         2
32.00,         2857.00,         4158.00,         2
34.00,         1152.00,         3336.00,         2
63.00,         2297.00,         4481.00,         2
38.00,         2534.00,         888.00,         3
17.00,         1141.00,         1142.00,         3
46.00,         2674.00,         4140.00,         3
1.00,         1452.00,         1297.00,         3
46.00,         3497.00,         4099.00,         3
69.00,         1973.00,         150.00,         2
76.00,         1036.00,         1480.00,         2
72.00,         2335.00,         3301.00,         2
51.00,         2130.00,         3770.00,         2
30.00,         433.00,         3005.00,         3
63.00,         4222.00,         4289.00,         3
48.00,         2043.00,         2462.00,         3
38.00,         2817.00,         1788.00,         3
70.00,         2556.00,         30.00,         3
39.00,         913.00,         2416.00,         3
45.00,         1539.00,         2676.00,         3
4.00,         4216.00,         2648.00,         3
7.00,         2996.00,         344.00,         3
52.00,         2649.00,         3958.00,         3
31.00,         195.00,         3735.00,         3
67.00,         4206.00,         144.00,         3
33.00,         1318.00,         2083.00,         3
11.00,         4293.00,         2840.00,         3
2.00,         282.00,         534.00,         1
61.00,         1578.00,         2351.00,         1
44.00,         1139.00,         285.00,         2
32.00,         2932.00,         166.00,         3
65.00,         3940.00,         2681.00,         3
4.00,         934.00,         2718.00,         3
40.00,         3606.00,         1647.00,         3
22.00,         1836.00,         2973.00,         3
19.00,         4161.00,         3875.00,         3
47.00,         4483.00,         4100.00,         3
74.00,         2747.00,         137.00,         3
29.00,         3937.00,         3111.00,         3
30.00,         4306.00,         2517.00,         3
22.00,         1294.00,         2973.00,         3
22.00,         236.00,         3906.00,         3
29.00,         2372.00,         2839.00,         3
0.00,         3939.00,         1478.00,         3
37.00,         1984.00,         1212.00,         3
52.00,         2101.00,         3750.00,         3
42.00,         2484.00,         3375.00,         3
31.00,         4446.00,         3809.00,         3
75.00,         2541.00,         2778.00,         3
27.00,         3448.00,         3622.00,         3
60.00,         281.00,         3559.00,         3
47.00,         3617.00,         3339.00,         3
58.00,         2417.00,         2706.00,         3
72.00,         1908.00,         144.00,         2
21.00,         3371.00,         3990.00,         2
67.00,         1023.00,         2497.00,         2
7.00,         4489.00,         1597.00,         2
38.00,         3187.00,         4124.00,         2
76.00,         2109.00,         467.00,         3
68.00,         4288.00,         2764.00,         3
64.00,         1538.00,         223.00,         2
6.00,         3003.00,         447.00,         3
53.00,         2789.00,         2594.00,         3
35.00,         18.00,         887.00,         1
31.00,         1078.00,         1533.00,         1
49.00,         923.00,         1461.00,         2
23.00,         1495.00,         2153.00,         2
78.00,         307.00,         1034.00,         2
2.00,         1102.00,         1240.00,         2
60.00,         4100.00,         2329.00,         2
70.00,         610.00,         2338.00,         3
12.00,         4149.00,         3994.00,         3
27.00,         4237.00,         2709.00,         3
38.00,         128.00,         688.00,         1
30.00,         2180.00,         2194.00,         1
2.00,         3597.00,         1822.00,         1
30.00,         2351.00,         507.00,         3
